"dot(grad,param)","dot(grad[n-10], grad[n])","dot(grad[n-11], grad[n])","dot(grad[n-12], grad[n])","dot(grad[n-13], grad[n])","dot(grad[n-14], grad[n])","dot(grad[n-15], grad[n])","dot(grad[n-16], grad[n])","dot(grad[n-17], grad[n])","dot(grad[n-18], grad[n])","dot(grad[n-19], grad[n])","dot(grad[n-1], grad[n])","dot(grad[n-20], grad[n])","dot(grad[n-2], grad[n])","dot(grad[n-3], grad[n])","dot(grad[n-4], grad[n])","dot(grad[n-5], grad[n])","dot(grad[n-6], grad[n])","dot(grad[n-7], grad[n])","dot(grad[n-8], grad[n])","dot(grad[n-9], grad[n])","dot(step[n-10], step[n])","dot(step[n-11], step[n])","dot(step[n-12], step[n])","dot(step[n-13], step[n])","dot(step[n-14], step[n])","dot(step[n-15], step[n])","dot(step[n-16], step[n])","dot(step[n-17], step[n])","dot(step[n-18], step[n])","dot(step[n-19], step[n])","dot(step[n-1], step[n])","dot(step[n-20], step[n])","dot(step[n-2], step[n])","dot(step[n-3], step[n])","dot(step[n-4], step[n])","dot(step[n-5], step[n])","dot(step[n-6], step[n])","dot(step[n-7], step[n])","dot(step[n-8], step[n])","dot(step[n-9], step[n])",epoch,grad_norm,learning_rate,param_norm,step,step_size,train/accuracy_epoch,train/accuracy_step,train/loss,val/accuracy,val/loss,val/precision,val/recall
0.7901470065116882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35.04115676879883,10.0,351.32025146484375,0,350.4115295410156,,0.13379552960395813,2.677217721939087,,,,
0.44756338000297546,,,,,,,,,,,-0.010233545675873756,,,,,,,,,,,,,,,,,,,,-1.0233595371246338,,,,,,,,,,0,0.45158082246780396,10.0,351.3365478515625,1,4.51580810546875,,0.04547008499503136,2.6006979942321777,,,,
0.19679884612560272,,,,,,,,,,,-0.0653291866183281,,0.042886167764663696,,,,,,,,,,,,,,,,,,-6.532917022705078,,4.28862190246582,,,,,,,,0,0.4057656526565552,10.0,351.3543701171875,2,4.057656764984131,,0.08907964825630188,2.4011032581329346,,,,
0.47780272364616394,,,,,,,,,,,-0.06666684150695801,,0.03196138143539429,-0.008187799714505672,,,,,,,,,,,,,,,,,-6.666682720184326,,3.196138381958008,-0.8187887072563171,,,,,,,0,0.40920960903167725,10.0,351.3645935058594,3,4.092095851898193,,0.21664336323738098,2.316013813018799,,,,
0.07425975054502487,,,,,,,,,,,-0.0295341145247221,,0.02787972427904606,-0.002547113224864006,-0.01056359801441431,,,,,,,,,,,,,,,,-2.953411817550659,,2.7879717350006104,-0.2547111511230469,-1.0563526153564453,,,,,,0,0.30161669850349426,10.0,351.37542724609375,4,3.016166925430298,,0.30144813656806946,2.024225950241089,,,,
-0.10969159007072449,,,,,,,,,,,-0.028845425695180893,,-0.007538875564932823,0.03528793901205063,-0.006355680990964174,0.016497069969773293,,,,,,,,,,,,,,,-2.884542942047119,,-0.7538869976997375,3.5287938117980957,-0.6355682015419006,1.6497046947479248,,,,,0,0.4281524121761322,10.0,351.4046325683594,5,4.281524181365967,,0.33980923891067505,1.771786093711853,,,,
0.23723191022872925,,,,,,,,,,,-0.08290247619152069,,0.04513254389166832,0.023573901504278183,-0.011862044222652912,0.00038312579272314906,-0.021016031503677368,,,,,,,,,,,,,,-8.290246963500977,,4.5132551193237305,2.3573904037475586,-1.1862047910690308,0.03831236809492111,-2.101593255996704,,,,0,0.4783046245574951,10.0,351.4304504394531,6,4.783046245574951,,0.34311944246292114,1.9581845998764038,,,,
0.36892953515052795,,,,,,,,,,,-0.13506931066513062,,0.06175612658262253,-0.008731205016374588,-0.010071305558085442,0.013652280904352665,0.03196217119693756,0.04588891193270683,,,,,,,,,,,,,-13.50693130493164,,6.175612449645996,-0.8731201887130737,-1.0071309804916382,1.3652280569076538,3.1962168216705322,4.588898181915283,,,0,0.5365270972251892,10.0,351.4609069824219,7,5.365271091461182,,0.230752095580101,1.9744197130203247,,,,
0.23312069475650787,,,,,,,,,,,-0.11383771896362305,,0.09205174446105957,-0.02696601301431656,-0.0003157875034958124,0.029195565730333328,0.006418089848011732,-0.013612903654575348,-0.012046493589878082,,,,,,,,,,,,-11.383769989013672,,9.205174446105957,-2.696601390838623,-0.03157857060432434,2.9195566177368164,0.6418088674545288,-1.3612903356552124,-1.2046490907669067,,0,0.42479759454727173,10.0,351.47991943359375,8,4.247975826263428,,0.3897283971309662,1.696582317352295,,,,
-0.13020557165145874,,,,,,,,,,,-0.05668388307094574,,0.03354640677571297,-0.006222802214324474,0.026136405766010284,0.03136840835213661,-0.016553981229662895,0.01700761914253235,-0.018379509449005127,-0.0032127960585057735,,,,,,,,,,,-5.668388366699219,,3.354640483856201,-0.6222802400588989,2.613640308380127,3.1368408203125,-1.6553987264633179,1.7007625102996826,-1.8379509449005127,-0.321280837059021,0,0.35454297065734863,10.0,351.50152587890625,9,3.5454297065734863,,0.528363823890686,1.296873927116394,,,,
-0.2588324248790741,0.016521818935871124,,,,,,,,,,-0.04862923175096512,,0.05404294282197952,-0.024385780096054077,0.027011625468730927,-0.015514152124524117,0.0007425266085192561,0.02070198766887188,0.007020062301307917,-0.0016804335173219442,1.6521875858306885,,,,,,,,,,-4.862922191619873,,5.404294013977051,-2.4385783672332764,2.701162576675415,-1.551414966583252,0.07425275444984436,2.0701982975006104,0.7020063996315002,-0.1680431216955185,0,0.32422763109207153,10.0,351.5238342285156,10,3.242276430130005,,0.7160311341285706,1.002686619758606,,,,
-0.27685558795928955,-0.014973395504057407,-0.000682205893099308,,,,,,,,,-0.01752181351184845,,0.03771330043673515,-0.009608631022274494,-0.0007739812135696411,0.02053079381585121,0.004924488253891468,0.023177411407232285,-0.029548073187470436,0.020150387659668922,-1.4973396062850952,-0.0682220458984375,,,,,,,,,-1.7521812915802002,,3.7713303565979004,-0.9608628153800964,-0.07739856839179993,2.053079605102539,0.4924486577510834,2.3177411556243896,-2.954807996749878,2.0150387287139893,0,0.3126644790172577,10.0,351.54559326171875,11,3.1266446113586426,,0.7425886392593384,0.7007378935813904,,,,
-0.03386642038822174,0.008854406885802746,-0.011041438207030296,-0.038515590131282806,,,,,,,,-0.03078388422727585,,0.002803471405059099,0.006180540192872286,0.01770341768860817,0.017708275467157364,-0.025510292500257492,0.02968328446149826,-0.005929411388933659,0.00021372066112235188,0.8854401707649231,-1.1041438579559326,-3.8515496253967285,,,,,,,,-3.0783886909484863,,0.28034716844558716,0.6180539727210999,1.7703418731689453,1.770827054977417,-2.5510289669036865,2.9683279991149902,-0.5929412245750427,0.021372269839048386,0,0.41132962703704834,10.0,351.5706481933594,12,4.113296031951904,,0.6798133254051208,0.895819365978241,,,,
-0.12001176178455353,0.002356051467359066,0.006609553936868906,-0.010822289623320103,0.011528287082910538,,,,,,,-0.0659121721982956,,0.019746486097574234,0.02306271716952324,0.003914529457688332,-0.0026725991629064083,-0.00048274616710841656,0.02671719156205654,-0.022736748680472374,0.014533856883645058,0.2356048971414566,0.6609554290771484,-1.0822290182113647,1.1528210639953613,,,,,,,-6.591217041015625,,1.9746489524841309,2.306272029876709,0.3914528489112854,-0.26725998520851135,-0.048274725675582886,2.671719551086426,-2.273674964904785,1.4533859491348267,0,0.42040860652923584,10.0,351.59918212890625,13,4.204085826873779,,0.7553853392601013,0.737226128578186,,,,
-0.004830300807952881,0.0023857909254729748,0.01851358264684677,-0.023793170228600502,0.020255420356988907,-0.029958272352814674,,,,,,-0.04946533218026161,,0.01547244843095541,0.005535956472158432,-0.005108949728310108,0.026255633682012558,5.437643267214298e-05,-0.000492350198328495,0.020957786589860916,-0.007972787134349346,0.23857906460762024,1.8513586521148682,-2.379316806793213,2.0255420207977295,-2.9958338737487793,,,,,,-4.946533679962158,,1.547244906425476,0.5535955429077148,-0.5108950734138489,2.625563621520996,0.005437731742858887,-0.04923570156097412,2.0957789421081543,-0.7972792983055115,0,0.4364362061023712,10.0,351.62640380859375,14,4.3643622398376465,,0.798379123210907,0.7851229906082153,,,,
0.3371436297893524,0.024633120745420456,0.018140394240617752,-0.032075271010398865,0.02973243035376072,-0.019979938864707947,0.014120266772806644,,,,,-0.09258485585451126,,0.015611125156283379,0.007569384295493364,0.0005466255825012922,-0.0038620729465037584,0.00748660322278738,-0.007232194766402245,0.015443116426467896,-0.015534115955233574,2.4633114337921143,1.8140395879745483,-3.207526922225952,2.973242998123169,-1.9979935884475708,1.4120311737060547,,,,,-9.258484840393066,,1.561112642288208,0.7569383382797241,0.0546625554561615,-0.3862074315547943,0.7486602663993835,-0.7232191562652588,1.5443105697631836,-1.5534124374389648,0,0.47192278504371643,10.0,351.64849853515625,15,4.7192277908325195,,0.7120879292488098,1.0121108293533325,,,,
0.16728180646896362,0.016704609617590904,-0.009073380380868912,-0.012397236190736294,0.03221950680017471,-0.022004509344697,0.04555986821651459,0.004252712707966566,,,,-0.08823329955339432,,0.015175449661910534,0.019109349697828293,-0.02946377545595169,-0.014568676240742207,0.05638176202774048,-0.03972192481160164,0.03832435607910156,-0.03226809203624725,1.6704615354537964,-0.9073387384414673,-1.239723801612854,3.221951484680176,-2.200451135635376,4.5559868812561035,0.4252728223800659,,,,-8.823328018188477,,1.5175457000732422,1.9109349250793457,-2.9463768005371094,-1.4568676948547363,5.638175964355469,-3.9721920490264893,3.832434892654419,-3.226809024810791,0,0.5042580962181091,10.0,351.6799011230469,16,5.042581081390381,,0.7016677856445312,0.8543933033943176,,,,
0.21119430661201477,0.03527332469820976,-0.01534250658005476,0.016561610624194145,0.019168337807059288,-0.026409395039081573,0.024408144876360893,-0.03831836208701134,-0.017486639320850372,,,-0.09774735569953918,,0.03004768118262291,0.0015248741256073117,-0.016228001564741135,0.03476855903863907,0.021599333733320236,-0.038448188453912735,0.0594356395304203,-0.038591764867305756,3.527332067489624,-1.5342506170272827,1.6561615467071533,1.916833758354187,-2.640939712524414,2.44081449508667,-3.831836462020874,-1.7486677169799805,,,-9.774735450744629,,3.004768133163452,0.15248772501945496,-1.6228002309799194,3.476855993270874,2.159933567047119,-3.844818353652954,5.943563461303711,-3.8591766357421875,0,0.40985211730003357,10.0,351.69775390625,17,4.0985212326049805,,0.7217525243759155,0.8133143186569214,,,,
